id	chr	strand	start	end	mean	sd	gene	EVENT	ss	group	source	c3ss_mean	c3ss_sd	c3ss	c3ss_length	direction	lc_gc_content	intron_length
CNTROB:chr17:7949085:7949082	chr17	+	7948619	7949085	28.2857142857143	31.1593446963309	CNTROB	HsaALTA0001979-1/2	7949085	7948619	Canonical	17.75	11.4418821295566	7949082	-3	upstream	46.3576158940397	466
COBL:chr7:51025372:51025231	chr7	-	51025372	51026546	116	4.35889894354067	COBL	HsaALTA0001981-3/4	51025372	51026546	Canonical	38	6.92820323027551	51025231	-141	downstream	61.5894039735099	1174
COG1:chr17:73196507:73196487	chr17	+	73193384	73196507	98.3333333333333	4.50924975282289	COG1	HsaALTA1042970-2/3	73196507	73193384	Canonical	25	14.7309198626562	73196487	-20	upstream	41.0596026490066	3123
COG2:chr1:230688420:230688423	chr1	+	230688143	230688420	133.666666666667	8.32666399786453	COG2	HsaALTA0001985-2/2	230688420	230688143	Canonical	21.6666666666667	5.03322295684717	230688423	3	downstream	30.4635761589404	277
COG3:chr13:45480125:45480156	chr13	+	45479066	45480125	107.666666666667	6.42910050732864	COG3	HsaALTA1027722-6/6	45480125	45479066	Canonical	16.6666666666667	2.08166599946613	45480156	31	downstream	39.0728476821192	1059
COL9A3:chr20:62837083:62836971	chr20	+	62836532	62837083	948	305.727002405741	COL9A3	HsaALTA1009218-1/2	62837083	62836532	Canonical	16.6666666666667	4.72581562625261	62836971	-112	upstream	54.9668874172185	551
COPA:chr1:160305571:160305598	chr1	-	160305571	160305688	485	129.062000604361	COPA	HsaALTA0002069-1/2	160305571	160305688	Canonical	23.3333333333333	10.6926766215636	160305598	27	upstream	47.0198675496689	117
COPE:chr19:18899726:18899709	chr19	-	18899726	18899873	1196	436.917612371028	COPE	HsaALTA1013510-3/3	18899726	18899873	Canonical	74	35.6791255498225	18899709	-17	downstream	63.5761589403974	147
COPE:chr19:18899947:18900006	chr19	-	18899947	18900381	1440	410.52283736718	COPE	HsaALTA1013509-1/3	18899947	18900381	Canonical	67.3333333333333	26.6895734947813	18900006	59	upstream	68.2119205298013	434
COPG1:chr3:129267937:129267766	chr3	+	129267099	129267937	449	118.418748515596	COPG1	HsaALTA1049748-1/8	129267937	129267099	Canonical	18	NA	129267766	-171	upstream	34.4370860927152	838
COPG1:chr3:129271767:129271772	chr3	+	129269000	129271767	421	67	COPG1	HsaALTA1049751-2/5	129271767	129269000	Canonical	15	2.82842712474619	129271772	5	downstream	43.7086092715232	2767
COPS3:chr17:17267977:17268045	chr17	-	17267977	17270758	903.666666666667	13.3166562369588	COPS3	HsaALTA0002081-2/5	17267977	17270758	Canonical	26.6666666666667	3.21455025366432	17268045	68	upstream	28.476821192053	2781
COPS3:chr17:17276164:17276183	chr17	-	17276164	17281132	416.75	289.268473913076	COPS3	HsaALTA0002080-1/2	17276164	17281132	Canonical	20.6666666666667	4.04145188432738	17276183	19	upstream	43.046357615894	4968
COPS7B:chr2:231796106:231796205	chr2	+	231794351	231796106	206	39.0384425918863	COPS7B	HsaALTA1032854-2/2	231796106	231794351	Canonical	11	NA	231796205	99	downstream	46.3576158940397	1755
COX15:chr10:99727154:99727071	chr10	-	99727154	99727441	225	29.5127091267474	COX15	HsaALTA1001608-2/2	99727154	99727441	Canonical	12.6666666666667	5.03322295684717	99727071	-83	downstream	42.3841059602649	287
COX18:chr4:73064899:73064902	chr4	-	73064899	73065250	52.6666666666667	5.85946527708232	COX18	HsaALTA0002103-3/4	73064899	73065250	Canonical	12.3333333333333	4.04145188432738	73064902	3	upstream	31.1258278145695	351
COX6C:chr8:99892052:99892047	chr8	-	99892052	99893639	41	32.0069436910875	COX6C	HsaALTA0002106-2/2	99892052	99893639	Canonical	26.5	12.0208152801713	99892047	-5	downstream	37.0860927152318	1587
COX7A2L:chr2:42351359:42351355	chr2	-	42351359	42353212	544	67.1043962792305	COX7A2L	HsaALTA1018541-4/4	42351359	42353212	Canonical	16	12.5299640861417	42351355	-4	downstream	32.4503311258278	1853
CPNE7:chr16:89587043:89587051	chr16	+	89586756	89587043	135	14	CPNE7	HsaALTA1048857-2/3	89587043	89586756	Canonical	37	6.08276253029822	89587051	8	downstream	70.1986754966888	287
CPSF1:chr8:144394038:144394033	chr8	-	144394038	144394113	416.333333333333	63.1294965395205	CPSF1	HsaALTA1005459-3/4	144394038	144394113	Canonical	11	NA	144394033	-5	downstream	64.9006622516556	75
CPSF1:chr8:144394555:144394495	chr8	-	144394555	144394644	387	80.541914553852	CPSF1	HsaALTA0002129-3/3	144394555	144394644	Canonical	58	8.48528137423857	144394495	-60	downstream	72.1854304635762	89
CPSF2:chr14:92143004:92143008	chr14	+	92142351	92143004	476.666666666667	59.1974098532472	CPSF2	HsaALTA1042471-3/3	92143004	92142351	Canonical	11	7.93725393319377	92143008	4	downstream	32.4503311258278	653
CPSF4:chr7:99456432:99456386	chr7	+	99454136	99456432	116.666666666667	127.922893442365	CPSF4	HsaALTA0002138-1/2	99456432	99454136	Canonical	19.5	6.36396103067893	99456386	-46	upstream	46.3576158940397	2296
CPSF6:chr12:69262373:69262370	chr12	+	69260197	69262373	734	58.9236794506249	CPSF6	HsaALTA0002139-3/5	69262373	69260197	Canonical	114	14.7986485869487	69262370	-3	upstream	29.8013245033113	2176
CPSF7:chr11:61421608:61421491	chr11	-	61421608	61429182	368.666666666667	406.874263952227	CPSF7	HsaALTA1034871-5/6	61421608	61429182	Canonical	23	NA	61421491	-117	downstream	52.317880794702	7574
CPSF7:chr11:61421608:61421553	chr11	-	61421608	61429182	368.666666666667	406.874263952227	CPSF7	HsaALTA1034871-5/6	61421608	61429182	Canonical	15.3333333333333	4.04145188432738	61421553	-55	downstream	39.0728476821192	7574
CPXM1:chr20:2798291:2798287	chr20	-	2798291	2798428	378.666666666667	71.5285490789051	CPXM1	HsaALTA0002147-2/2	2798291	2798428	Canonical	28.3333333333333	6.42910050732864	2798287	-4	downstream	60.9271523178808	137
CRACR2A:chr12:3638457:3638454	chr12	-	3638457	3641732	52.8	46.6122301547566	CRACR2A	HsaALTA1023896-2/2	3638457	3641732	Canonical	16.4	14.1527382509534	3638454	-3	downstream	49.0066225165563	3275
CREBBP:chr16:3731937:3731932	chr16	-	3731937	3736036	981.333333333333	253.460713589569	CREBBP	HsaALTA1000383-3/4	3731937	3736036	Canonical	21	8	3731932	-5	downstream	62.2516556291391	4099
CREBBP:chr16:3770986:3770932	chr16	-	3770986	3773751	681.333333333333	25.7164020293145	CREBBP	HsaALTA1000378-4/5	3770986	3773751	Canonical	30	5	3770932	-54	downstream	39.0728476821192	2765
CREBBP:chr16:3770986:3770980	chr16	-	3770986	3773751	681.333333333333	25.7164020293145	CREBBP	HsaALTA1000378-4/5	3770986	3773751	Canonical	52.3333333333333	16.1967074843418	3770980	-6	downstream	35.0993377483444	2765
CROCC:chr1:16946259:16946300	chr1	+	16945606	16946259	41.6666666666667	22.2785397486759	CROCC	HsaALTA0002169-4/6	16946259	16945606	Canonical	12	NA	16946300	41	downstream	62.2516556291391	653
CRTC2:chr1:153952635:153952650	chr1	-	153952635	153952805	218	38.5097390279394	CRTC2	HsaALTA0002175-1/2	153952635	153952805	Canonical	76	22.113344387496	153952650	15	upstream	53.6423841059603	170
CRTC3:chr15:90641932:90641935	chr15	+	90641199	90641932	82.3333333333333	17.6162803489651	CRTC3	HsaALTA0002178-2/2	90641932	90641199	Canonical	40.6666666666667	6.11010092660779	90641935	3	downstream	56.2913907284768	733
CS:chr12:56275131:56275048	chr12	-	56275131	56275996	1434.66666666667	269.244003337741	CS	HsaALTA1003986-5/5	56275131	56275996	Canonical	51.6666666666667	20.4287379280594	56275048	-83	downstream	52.317880794702	865
CSDE1:chr1:114727090:114727087	chr1	-	114727090	114730258	1031	230.850601038854	CSDE1	HsaALTA1001003-2/2	114727090	114730258	Canonical	67.3333333333333	23.1156512634477	114727087	-3	downstream	30.4635761589404	3168
CSDE1:chr1:114732816:114732868	chr1	-	114732816	114733732	1566	179.574497075726	CSDE1	HsaALTA1001001-1/2	114732816	114733732	Canonical	17.6666666666667	6.11010092660779	114732868	52	upstream	35.0993377483444	916
CSDE1:chr1:114738072:114738054	chr1	-	114738072	114739692	2691.33333333333	271.665848669525	CSDE1	HsaALTA0002191-3/3	114738072	114739692	Canonical	13	NA	114738054	-18	downstream	34.4370860927152	1620
CSE1L:chr20:49072568:49072602	chr20	+	49072453	49072568	747	167.107749670684	CSE1L	HsaALTA1021734-2/2	49072568	49072453	Canonical	15.6666666666667	25.4034118443435	49072602	34	downstream	33.112582781457	115
CSE1L:chr20:49096349:49096176	chr20	+	49094963	49096349	49.5714285714286	60.7833780537002	CSE1L	HsaALTA1021742-1/2	49096349	49094963	Canonical	32.3333333333333	11.5902257671425	49096176	-173	upstream	31.7880794701987	1386
CSF2RB:chr22:36930673:36930655	chr22	+	36930510	36930673	111.6	107.015419449722	CSF2RB	HsaALTA0002194-1/2	36930673	36930510	Canonical	27.6666666666667	13.3166562369588	36930655	-18	upstream	63.5761589403974	163
CSNK1G3:chr5:123590413:123590410	chr5	+	123588511	123590413	90.6666666666667	8.7368949480541	CSNK1G3	HsaALTA0002211-1/3	123590413	123588511	Canonical	43.6666666666667	11.0151410945722	123590410	-3	upstream	18.5430463576159	1902
CSTF2:chrX:100826634:100826685	chrX	+	100824257	100826634	115	110.745203056385	CSTF2	HsaALTA0002220-2/2	100826634	100824257	Canonical	21.3333333333333	2.3094010767585	100826685	51	downstream	43.7086092715232	2377
CTBP1:chr4:1212423:1212426	chr4	-	1212423	1212913	982.666666666667	227.284696654512	CTBP1	HsaALTA0002223-1/3	1212423	1212913	Canonical	247.5	173.636593685394	1212426	3	upstream	66.887417218543	490
CTBP1:chr4:1213605:1213539	chr4	-	1213605	1214343	734.6	653.923772316009	CTBP1	HsaALTA1038634-3/4	1213605	1214343	Canonical	27	NA	1213539	-66	downstream	62.9139072847682	738
CTBP1:chr4:1241519:1241515	chr4	-	1241519	1248916	186.384615384615	325.88431957305	CTBP1	HsaALTA1038632-3/3	1241519	1248916	Canonical	14	NA	1241515	-4	downstream	53.6423841059603	7397
CTDSP1:chr2:218402114:218402111	chr2	+	218401712	218402114	331	86.4349466361841	CTDSP1	HsaALTA0002230-1/2	218402114	218401712	Canonical	108	12.5299640861417	218402111	-3	upstream	67.5496688741722	402
CTDSP2:chr12:57824089:57824005	chr12	-	57824089	57824227	293.2	294.493972773638	CTDSP2	HsaALTA1047596-2/3	57824089	57824227	Canonical	25.3333333333333	9.50438495292217	57824005	-84	downstream	57.6158940397351	138
CTDSPL2:chr15:44486551:44486554	chr15	+	44484362	44486551	344.142857142857	449.261404444906	CTDSPL2	HsaALTA1028802-2/2	44486551	44484362	Canonical	57	38.747042897921	44486554	3	downstream	27.8145695364238	2189
CTNNB1:chr3:41233529:41233533	chr3	+	41233444	41233529	457.666666666667	104.001602551756	CTNNB1	HsaALTA1043993-2/2	41233529	41233444	Canonical	22	NA	41233533	4	downstream	41.0596026490066	85
CTNNB1:chr3:41234139:41234205	chr3	+	41233867	41234139	691	76.3740793725201	CTNNB1	HsaALTA0002241-2/2	41234139	41233867	Canonical	23.6666666666667	5.5075705472861	41234205	66	downstream	41.7218543046358	272
CTSA:chr20:45894823:45894833	chr20	+	45894741	45894823	397	59.3548650070068	CTSA	HsaALTA1004178-2/2	45894823	45894741	Canonical	19	NA	45894833	10	downstream	60.2649006622517	82
CUL2:chr10:35029640:35029636	chr10	-	35029640	35031300	238.666666666667	5.68624070307733	CUL2	HsaALTA1014691-2/2	35029640	35031300	Canonical	12	NA	35029636	-4	downstream	27.8145695364238	1660
CUL4A:chr13:113233177:113229642	chr13	+	113229519	113233177	225.6	212.892695976165	CUL4A	HsaALTA1030220-1/2	113233177	113229519	Canonical	43	10.5830052442584	113229642	-3535	upstream	53.6423841059603	3658
CUL4A:chr13:113245956:113245965	chr13	+	113245237	113245956	455	40.3360880601974	CUL4A	HsaALTA1030224-2/2	113245956	113245237	Canonical	15	NA	113245965	9	downstream	28.476821192053	719
CUL9:chr6:43185456:43185491	chr6	+	43184905	43185456	78.6666666666667	51.0718448201485	CUL9	HsaALTA1016824-2/2	43185456	43184905	Canonical	12.3333333333333	5.03322295684717	43185491	35	downstream	48.3443708609272	551
CUL9:chr6:43216158:43216163	chr6	+	43215326	43216158	67.3333333333333	17.0391705588427	CUL9	HsaALTA0002266-2/2	43216158	43215326	Canonical	11.6666666666667	5.13160143944688	43216163	5	downstream	56.2913907284768	832
CUX1:chr7:102178469:102178475	chr7	+	102170550	102178469	233.75	168.541537906832	CUX1	HsaALTA0002269-4/4	102178469	102170550	Canonical	73.75	49.0399497008986	102178475	6	downstream	56.2913907284768	7919
CUX1:chr7:102196634:102196940	chr7	+	102195603	102196634	180.666666666667	46.7154506917501	CUX1	HsaALTA0002270-3/3	102196634	102195603	Canonical	52.25	19.5512147960172	102196940	306	downstream	50.3311258278146	1031
CUX1:chr7:102201360:102201363	chr7	+	102200172	102201360	195.333333333333	30.4357246231026	CUX1	HsaALTA1061194-2/2	102201360	102200172	Canonical	29.6666666666667	18.5831464863551	102201363	3	downstream	54.9668874172185	1188
CWF19L1:chr10:100261044:100261028	chr10	-	100261044	100261979	171.666666666667	24.6846781087648	CWF19L1	HsaALTA0002272-2/2	100261044	100261979	Canonical	22.6666666666667	3.21455025366432	100261028	-16	downstream	23.1788079470199	935
CXXC1:chr18:50283361:50283324	chr18	-	50283361	50283515	421.333333333333	28.8675134594813	CXXC1	HsaALTA0002276-2/2	50283361	50283515	Canonical	26.3333333333333	8.02080627701064	50283324	-37	downstream	58.2781456953642	154
CYB561D2:chr3:50351409:50351343	chr3	+	50350984	50351409	30.6666666666667	4.04145188432738	CYB561D2	HsaALTA1063979-1/2	50351409	50350984	Canonical	14	10.0995049383621	50351343	-66	upstream	54.9668874172185	425
CYFIP2:chr5:157309743:157309746	chr5	+	157307865	157309743	938.166666666667	1111.95582945847	CYFIP2	HsaALTA1003511-2/2	157309743	157307865	Canonical	118.666666666667	21.9393102292058	157309746	3	downstream	62.2516556291391	1878
CYFIP2:chr5:157314969:157314880	chr5	+	157314463	157314969	1442.5	1113.45273810791	CYFIP2	HsaALTA1003513-1/2	157314969	157314463	Canonical	11.6666666666667	5.68624070307733	157314880	-89	upstream	33.7748344370861	506
CYFIP2:chr5:157361468:157360555	chr5	+	157360372	157361468	1030	1114.86537303838	CYFIP2	HsaALTA0002295-1/3	157361468	157360372	Canonical	17.3333333333333	9.29157324317757	157360555	-913	upstream	50.9933774834437	1096
CYFIP2:chr5:157361468:157360560	chr5	+	157360372	157361468	1030	1114.86537303838	CYFIP2	HsaALTA0002295-1/3	157361468	157360372	Canonical	11	8.88819441731559	157360560	-908	upstream	50.9933774834437	1096
CYP2R1:chr11:14879443:14879207	chr11	-	14879443	14880136	32	1.73205080756888	CYP2R1	HsaALTA1051570-3/3	14879443	14880136	Canonical	13.3333333333333	2.3094010767585	14879207	-236	downstream	34.4370860927152	693
D2HGDH:chr2:241743622:241743639	chr2	+	241742574	241743622	44.6666666666667	14.2243921955679	D2HGDH	HsaALTA0002322-2/4	241743622	241742574	Canonical	11	7	241743639	17	downstream	62.9139072847682	1048
DACT1:chr14:58645369:58645258	chr14	+	58641747	58645369	26.6666666666667	1.52752523165195	DACT1	HsaALTA0002326-1/3	58645369	58641747	Canonical	11.6666666666667	2.08166599946613	58645258	-111	upstream	38.4105960264901	3622
DAXX:chr6:33321977:33321974	chr6	-	33321977	33322862	68.6	60.8054273893375	DAXX	HsaALTA1055779-2/2	33321977	33322862	Canonical	68.3333333333333	7.57187779440036	33321974	-3	downstream	50.9933774834437	885
DAZAP1:chr19:1421148:1421151	chr19	+	1418731	1421148	705	91.3290753265355	DAZAP1	HsaALTA1005422-2/2	1421148	1418731	Canonical	163.75	109.758446903492	1421151	3	downstream	53.6423841059603	2417
DBF4:chr7:87897294:87897297	chr7	+	87896510	87897294	425	204.948774087575	DBF4	HsaALTA1000641-2/2	87897294	87896510	Canonical	74.6666666666667	26.0832002126528	87897297	3	downstream	31.1258278145695	784
DBF4B:chr17:44741336:44741401	chr17	+	44738424	44741336	65.3333333333333	7.23417813807024	DBF4B	HsaALTA1039419-2/2	44741336	44738424	Canonical	30.6666666666667	2.51661147842358	44741401	65	downstream	45.0331125827815	2912
DBN1:chr5:177467062:177467059	chr5	-	177467062	177467255	961.333333333333	83.428612198294	DBN1	HsaALTA0002342-3/3	177467062	177467255	Canonical	17	NA	177467059	-3	downstream	70.8609271523179	193
DBN1:chr5:177468220:177468217	chr5	-	177468220	177468844	697.333333333333	144.531426801694	DBN1	HsaALTA0002345-3/3	177468220	177468844	Canonical	25	5.29150262212918	177468217	-3	downstream	56.2913907284768	624
DBNL:chr7:44058432:44058429	chr7	+	44058280	44058432	373.333333333333	98.8955678144038	DBNL	HsaALTA0002346-1/2	44058432	44058280	Canonical	113	23.8117617995813	44058429	-3	upstream	66.2251655629139	152
DBNL:chr7:44058902:44058878	chr7	+	44058480	44058902	485.333333333333	130.928733795654	DBNL	HsaALTA0002347-2/3	44058902	44058480	Canonical	17	8.54400374531753	44058878	-24	upstream	50.3311258278146	422
DCAF1:chr3:51492513:51492488	chr3	-	51492513	51496734	27.6666666666667	9.07377172587747	DCAF1	HsaALTA0009418-2/2	51492513	51496734	Canonical	14.25	12.0381338531629	51492488	-25	downstream	35.7615894039735	4221
DCAF11:chr14:24116917:24116972	chr14	+	24115749	24116917	126	101.571649587865	DCAF11	HsaALTA0002350-2/2	24116917	24115749	Canonical	18.6666666666667	5.35412613473634	24116972	55	downstream	48.3443708609272	1168
DCAF16:chr4:17804771:17804756	chr4	-	17804771	17805107	315	64.8613906727261	DCAF16	HsaALTA0002352-2/4	17804771	17805107	Canonical	237	65.138314377945	17804756	-15	downstream	39.0728476821192	336
DCAF17:chr2:171453124:171453128	chr2	+	171449957	171453124	115.333333333333	8.14452781524708	DCAF17	HsaALTA1018486-3/3	171453124	171449957	Canonical	11.3333333333333	4.50924975282289	171453128	4	downstream	34.4370860927152	3167
DCAF4:chr14:72954164:72954161	chr14	+	72951877	72954164	41	11.5325625946708	DCAF4	HsaALTA0002354-1/2	72954164	72951877	Canonical	35.3333333333333	3.51188458428425	72954161	-3	upstream	51.6556291390728	2287
DCAF5:chr14:69118278:69118275	chr14	-	69118278	69119194	140.666666666667	32.1299444962691	DCAF5	HsaALTA1030275-4/4	69118278	69119194	Canonical	25.6666666666667	13.0128141972954	69118275	-3	downstream	43.046357615894	916
DCTN1:chr2:74366375:74366352	chr2	-	74366375	74366459	702.333333333333	194.710896801728	DCTN1	HsaALTA1056164-2/2	74366375	74366459	Canonical	21	NA	74366352	-23	downstream	58.2781456953642	84
DDB1:chr11:61314210:61314202	chr11	-	61314210	61314308	985.333333333333	209.552698224894	DDB1	HsaALTA1043900-3/3	61314210	61314308	Canonical	40.5	2.12132034355964	61314202	-8	downstream	48.3443708609272	98
DDIT3:chr12:57517438:57517424	chr12	-	57517438	57517706	60	30.347981810987	DDIT3	HsaALTA0002387-3/9	57517438	57517706	Canonical	15.3333333333333	16.1967074843418	57517424	-14	downstream	43.7086092715232	268
DDR1:chr6:30888908:30888937	chr6	+	30888814	30888908	155	145.082735016955	DDR1	HsaALTA0002390-2/2	30888908	30888814	Canonical	14.5	3.53553390593274	30888937	29	downstream	56.2913907284768	94
DDR1:chr6:30897379:30897361	chr6	+	30897141	30897379	214	107.056060080689	DDR1	HsaALTA0002393-1/2	30897379	30897141	Canonical	12.6666666666667	11.2398102000582	30897361	-18	upstream	66.887417218543	238
DDX11:chr12:31102936:31102975	chr12	+	31102527	31102936	313.666666666667	27.1538824725551	DDX11	HsaALTA1001545-2/3	31102936	31102527	Canonical	19.6666666666667	8.32666399786453	31102975	39	downstream	63.5761589403974	409
DDX11:chr12:31103317:31103322	chr12	+	31103020	31103317	274	57.1051661410769	DDX11	HsaALTA1001546-2/2	31103317	31103020	Canonical	39.6666666666667	9.50438495292217	31103322	5	downstream	61.5894039735099	297
DDX17:chr22:38492115:38492113	chr22	-	38492115	38493710	2267.75	1511.08865281514	DDX17	HsaALTA1010109-2/2	38492115	38493710	Canonical	27	NA	38492113	-2	downstream	29.8013245033113	1595
DDX17:chr22:38494802:38494794	chr22	-	38494802	38494886	3132.66666666667	387.84318136759	DDX17	HsaALTA0002397-2/3	38494802	38494886	Canonical	47	39.2300904918661	38494794	-8	downstream	39.7350993377483	84
DDX23:chr12:48837657:48837654	chr12	-	48837657	48837942	822.666666666667	223.459914376904	DDX23	HsaALTA1047203-3/3	48837657	48837942	Canonical	10.5	3.53553390593274	48837654	-3	downstream	43.046357615894	285
DDX31:chr9:132630403:132630378	chr9	-	132630403	132632041	67.3333333333333	6.11010092660779	DDX31	HsaALTA0002404-2/3	132630403	132632041	Canonical	15.8333333333333	9.26102946041457	132630378	-25	downstream	43.046357615894	1638
DDX39A:chr19:14411172:14411136	chr19	-	14411172	14411506	695.666666666667	116.928753236034	DDX39A	HsaALTA1021294-3/3	14411172	14411506	Canonical	79	19.0787840283389	14411136	-36	downstream	61.5894039735099	334
DDX39B:chr6:31539274:31539269	chr6	-	31539274	31540322	2146.66666666667	158.903534678538	DDX39B	HsaALTA1064330-2/2	31539274	31540322	Canonical	45	5.65685424949238	31539269	-5	downstream	42.3841059602649	1048
DDX3X:chrX:41347312:41347315	chrX	+	41347012	41347312	734	224.158426118672	DDX3X	HsaALTA1057083-7/7	41347312	41347012	Canonical	337.333333333333	72.7484249543132	41347315	3	downstream	34.4370860927152	300
DDX3X:chrX:41347312:41347318	chrX	+	41347012	41347312	734	224.158426118672	DDX3X	HsaALTA1057083-7/7	41347312	41347012	Canonical	14.3333333333333	11.5902257671425	41347318	6	downstream	34.4370860927152	300
DDX3Y:chrY:12916907:12916976	chrY	+	12916634	12916907	456.333333333333	93.7354433143266	DDX3Y	HsaALTA1004672-3/5	12916907	12916634	Canonical	40	15.7162336455017	12916976	69	downstream	28.476821192053	273
DDX42:chr17:63805071:63805044	chr17	+	63800617	63805071	467.5	310.06289684514	DDX42	HsaALTA1054722-1/4	63805071	63800617	Canonical	48.6666666666667	10.6926766215636	63805044	-27	upstream	27.1523178807947	4454
DDX46:chr5:134770903:134770909	chr5	+	134767060	134770903	828.333333333333	292.014269057752	DDX46	HsaALTA1033437-2/3	134770903	134767060	Canonical	15	NA	134770909	6	downstream	34.4370860927152	3843
DDX46:chr5:134781133:134781136	chr5	+	134777725	134781133	277.75	196.123048110109	DDX46	HsaALTA1033432-2/2	134781133	134777725	Canonical	21.5	0.707106781186548	134781136	3	downstream	33.112582781457	3408
DDX49:chr19:18920580:18920651	chr19	+	18919856	18920580	155.333333333333	53.0502906055503	DDX49	HsaALTA1013513-2/2	18920580	18919856	Canonical	12	8.28653526310404	18920651	71	downstream	56.2913907284768	724
DDX5:chr17:64504116:64504087	chr17	-	64504116	64504222	2879	126.083305794225	DDX5	HsaALTA0002414-3/3	64504116	64504222	Canonical	74	NA	64504087	-29	downstream	37.0860927152318	106
DDX5:chr17:64506259:64506262	chr17	-	64506259	64506755	62.1666666666667	30.7858192463132	DDX5	HsaALTA1014977-3/6	64506259	64506755	Canonical	54.5	22.3763267763054	64506262	3	upstream	64.2384105960265	496
DDX54:chr12:113159112:113159109	chr12	-	113159112	113161270	189	71.9235705454061	DDX54	HsaALTA0002420-2/2	113159112	113161270	Canonical	176.333333333333	69.6443345386639	113159109	-3	downstream	56.2913907284768	2158
DDX55:chr12:123609939:123610003	chr12	+	123608829	123609939	213.666666666667	15.3079500042734	DDX55	HsaALTA0002421-2/2	123609939	123608829	Canonical	26.75	17.6517232397671	123610003	64	downstream	45.0331125827815	1110
DDX55:chr12:123619432:123619448	chr12	+	123618837	123619432	169.333333333333	3.78593889720018	DDX55	HsaALTA1016101-2/2	123619432	123618837	Canonical	43.6666666666667	5.5075705472861	123619448	16	downstream	33.7748344370861	595
DEK:chr6:18236600:18236596	chr6	-	18236600	18237381	1612.66666666667	783.102377300269	DEK	HsaALTA1022037-4/4	18236600	18237381	Canonical	43.3333333333333	24.1729876790879	18236596	-4	downstream	24.5033112582781	781
DEK:chr6:18258062:18258057	chr6	-	18258062	18258304	1839	651.37623536632	DEK	HsaALTA0002435-3/3	18258062	18258304	Canonical	17	NA	18258057	-5	downstream	25.8278145695364	242
DENND4A:chr15:65700672:65700675	chr15	-	65700672	65701051	25.3333333333333	4.61880215351701	DENND4A	HsaALTA1047281-1/2	65700672	65701051	Canonical	17.6666666666667	0.577350269189626	65700675	3	upstream	31.7880794701987	379
DENND4B:chr1:153932440:153932255	chr1	-	153932440	153932642	193.666666666667	32.4704994315353	DENND4B	HsaALTA0002444-2/2	153932440	153932642	Canonical	39	NA	153932255	-185	downstream	58.9403973509934	202
DENND4B:chr1:153941440:153941394	chr1	-	153941440	153941869	243	173.141560579775	DENND4B	HsaALTA1055336-2/2	153941440	153941869	Canonical	12	4.58257569495584	153941394	-46	downstream	51.6556291390728	429
DENND6A:chr3:57661551:57661491	chr3	-	57661551	57663636	220.666666666667	32.7159492195066	DENND6A	HsaALTA1047407-2/2	57661551	57663636	Canonical	10.5	0.707106781186548	57661491	-60	downstream	29.1390728476821	2085
DENND6A:chr3:57663716:57663713	chr3	-	57663716	57666123	134.25	90.1715956755045	DENND6A	HsaALTA1047406-2/2	57663716	57666123	Canonical	50	5.19615242270663	57663713	-3	downstream	33.112582781457	2407
DEPDC5:chr22:31836972:31836999	chr22	+	31833980	31836972	58.6666666666667	6.02771377334171	DEPDC5	HsaALTA0002449-3/4	31836972	31833980	Canonical	26	3.60555127546399	31836999	27	downstream	54.3046357615894	2992
DERA:chr12:15958188:15958240	chr12	+	15957033	15958188	170.666666666667	4.50924975282289	DERA	HsaALTA1001944-2/3	15958188	15957033	Canonical	14	5.29150262212918	15958240	52	downstream	35.7615894039735	1155
DESI2:chr1:244691879:244691884	chr1	+	244689342	244691879	305.666666666667	8.7368949480541	DESI2	HsaALTA0006639-4/4	244691879	244689342	Canonical	19.6666666666667	2.51661147842358	244691884	5	downstream	25.8278145695364	2537
DGKD:chr2:233390403:233389929	chr2	+	233388367	233390403	131.333333333333	197.591118221442	DGKD	HsaALTA1006433-1/2	233390403	233388367	Canonical	20.6	20.2928558857545	233389929	-474	upstream	58.9403973509934	2036
DGKD:chr2:233449982:233449959	chr2	+	233449376	233449982	616	262.714674123849	DGKD	HsaALTA1006430-1/2	233449982	233449376	Canonical	20.3333333333333	4.93288286231625	233449959	-23	upstream	64.2384105960265	606
DGKD:chr2:233460194:233460105	chr2	+	233459891	233460194	573.666666666667	215.602257254727	DGKD	HsaALTA1006431-1/4	233460194	233459891	Canonical	61.3333333333333	8.14452781524708	233460105	-89	upstream	31.1258278145695	303
DGKQ:chr4:966078:966301	chr4	-	966078	966466	29.3333333333333	11.9303534454489	DGKQ	HsaALTA0002463-1/2	966078	966466	Canonical	13.3333333333333	4.50924975282289	966301	223	upstream	68.8741721854305	388
DHCR7:chr11:71444215:71444119	chr11	-	71444215	71444855	942.333333333333	213.851194369668	DHCR7	HsaALTA0002470-2/4	71444215	71444855	Canonical	25.3333333333333	15.0443787951957	71444119	-96	downstream	59.6026490066225	640
DHCR7:chr11:71444958:71444974	chr11	-	71444958	71447610	847	234.245597610713	DHCR7	HsaALTA1046491-1/2	71444958	71447610	Canonical	13	NA	71444974	16	upstream	54.3046357615894	2652
DHDDS:chr1:26442731:26442708	chr1	+	26438284	26442731	151.333333333333	15.3731367434669	DHDDS	HsaALTA0002472-1/2	26442731	26438284	Canonical	12.3333333333333	2.51661147842358	26442708	-23	upstream	42.3841059602649	4447
