splice_id	chr	strand	c3ss_length	c3ss	can_ss	intron_length	five_ss	GC_content	length
MICAL1:chr6:109445770:109445952:109445770:109445901:109446135:109446772:-	chr6	-	51	109445952	109445901	183	109446135	55.6291390728477	151
MICAL1:chr6:109445770:109445962:109445770:109445862:109446135:109446772:-	chr6	-	100	109445962	109445862	173	109446135	57.6158940397351	151
MICAL1:chr6:109445770:109445962:109445770:109445952:109446135:109446772:-	chr6	-	10	109445962	109445952	173	109446135	57.6158940397351	151
MINDY4:chr7:30778417:30778551:30778431:30778551:30771416:30771556:+	chr7	+	14	30778418	30778432	6861	30771557	34.4370860927152	151
MMS19:chr10:97459361:97459526:97459361:97459475:97459658:97459741:-	chr10	-	51	97459526	97459475	132	97459658	54.3046357615894	151
MMUT:chr6:49448815:49448951:49448815:49448927:49451465:49451714:-	chr6	-	24	49448951	49448927	2514	49451465	17.2185430463576	151
MORN2:chr2:38880581:38880706:38880599:38880706:38880178:38880229:+	chr2	+	18	38880582	38880600	352	38880230	42.3841059602649	151
MPV17:chr2:27317077:27317234:27317077:27317173:27322447:27322522:-	chr2	-	61	27317234	27317173	5213	27322447	54.3046357615894	151
MROH1:chr8:144259223:144259354:144259239:144259354:144258776:144258914:+	chr8	+	16	144259224	144259240	309	144258915	64.2384105960265	151
MSH5-SAPCD1:chr6:31764044:31764159:31764076:31764159:31763414:31763555:+	chr6	+	32	31764045	31764077	489	31763556	54.3046357615894	151
MSH5-SAPCD1:chr6:31764063:31764159:31764076:31764159:31763414:31763555:+	chr6	+	13	31764064	31764077	508	31763556	56.2913907284768	151
MTMR3:chr22:29978424:29978531:29978441:29978531:29970975:29971062:+	chr22	+	17	29978425	29978442	7362	29971063	31.1258278145695	151
MYBL2:chr20:43673707:43673899:43673805:43673899:43667113:43667303:+	chr20	+	98	43673708	43673806	6404	43667304	46.3576158940397	151
MYCBP:chr1:38866879:38867009:38866879:38866999:38873017:38873090:-	chr1	-	10	38867009	38866999	6008	38873017	35.7615894039735	151
MYL4:chr17:47223495:47223658:47223508:47223658:47223013:47223057:+	chr17	+	13	47223496	47223509	438	47223058	56.953642384106	151
MZB1:chr5:139388460:139388601:139388460:139388585:139389326:139389420:-	chr5	-	16	139388601	139388585	725	139389326	60.2649006622517	151
MZB1:chr5:139388460:139388667:139388460:139388585:139389326:139389420:-	chr5	-	82	139388667	139388585	659	139389326	58.2781456953642	151
MZB1:chr5:139388460:139388667:139388460:139388601:139389326:139389420:-	chr5	-	66	139388667	139388601	659	139389326	58.2781456953642	151
NAP1L4:chr11:2972101:2972279:2972101:2972243:2976023:2976123:-	chr11	-	36	2972279	2972243	3744	2976023	31.7880794701987	151
NET1:chr10:5456064:5456273:5456086:5456273:5454947:5455118:+	chr10	+	22	5456065	5456087	946	5455119	29.1390728476821	151
NFYA:chr6:41079004:41079164:41079028:41079164:41072982:41073084:+	chr6	+	24	41079005	41079029	5920	41073085	32.4503311258278	151
NKTR:chr3:42633560:42633735:42633617:42633735:42632600:42632823:+	chr3	+	57	42633561	42633618	737	42632824	27.1523178807947	151
NKTR:chr3:42633579:42633735:42633617:42633735:42632600:42632823:+	chr3	+	38	42633580	42633618	756	42632824	27.1523178807947	151
NOMO1:chr16:14875017:14875254:14875035:14875254:14872233:14872329:+	chr16	+	18	14875018	14875036	2688	14872330	40.3973509933775	151
NPLOC4:chr17:81588932:81589119:81588932:81589104:81596115:81596242:-	chr17	-	15	81589119	81589104	6996	81596115	43.7086092715232	151
NSMCE4A:chr10:121974003:121974100:121974003:121974081:121974873:121975217:-	chr10	-	19	121974100	121974081	773	121974873	43.046357615894	151
NUP210:chr3:13339853:13340281:13339853:13339980:13341747:13341883:-	chr3	-	301	13340281	13339980	1466	13341747	51.6556291390728	151
NUP214:chr9:131146128:131146304:131146161:131146304:131144279:131144754:+	chr9	+	33	131146129	131146162	1374	131144755	34.4370860927152	151
NUP98:chr11:3676268:3676389:3676268:3676376:3676508:3676710:-	chr11	-	13	3676389	3676376	119	3676508	49.6688741721854	151
OAS1:chr12:112911035:112911235:112911050:112911235:112908535:112908824:+	chr12	+	15	112911036	112911051	2211	112908825	52.9801324503311	151
OSGEPL1:chr2:189746659:189747331:189746659:189747168:189750549:189750656:-	chr2	-	163	189747331	189747168	3218	189750549	22.5165562913907	151
OXA1L:chr14:22769776:22769932:22769790:22769932:22767957:22768171:+	chr14	+	14	22769777	22769791	1605	22768172	42.3841059602649	151
OXNAD1:chr3:16270928:16271071:16270944:16271071:16269125:16269275:+	chr3	+	16	16270929	16270945	1653	16269276	37.0860927152318	151
PA2G4:chr12:56111198:56111309:56111211:56111309:56110963:56111058:+	chr12	+	13	56111199	56111212	140	56111059	37.7483443708609	151
PABIR2:chrX:134796107:134796355:134796107:134796256:134797120:134797232:-	chrX	-	99	134796355	134796256	765	134797120	53.6423841059603	151
PABPC4:chr1:39563613:39563922:39563613:39563741:39564422:39564542:-	chr1	-	181	39563922	39563741	500	39564422	50.3311258278146	151
PCNX3:chr11:65622205:65622299:65622223:65622299:65620830:65620966:+	chr11	+	18	65622206	65622224	1239	65620967	62.9139072847682	151
PCNX3:chr11:65622223:65622299:65622244:65622299:65620830:65620966:+	chr11	+	21	65622224	65622245	1257	65620967	63.5761589403974	151
PDLIM7:chr5:177489770:177489841:177489770:177489832:177490869:177490906:-	chr5	-	9	177489841	177489832	1028	177490869	64.2384105960265	151
PDLIM7:chr5:177489770:177490027:177489770:177489841:177490869:177490906:-	chr5	-	186	177490027	177489841	842	177490869	64.9006622516556	151
PDLIM7:chr5:177489770:177490031:177489770:177489841:177490869:177490906:-	chr5	-	190	177490031	177489841	838	177490869	65.5629139072848	151
PDLIM7:chr5:177489810:177490099:177489810:177489841:177490869:177490906:-	chr5	-	258	177490099	177489841	770	177490869	58.9403973509934	151
PDPR:chr16:70142470:70142686:70142552:70142686:70142233:70142389:+	chr16	+	82	70142471	70142553	81	70142390	39.0728476821192	151
PDS5A:chr4:39910243:39910356:39910243:39910338:39913610:39913726:-	chr4	-	18	39910356	39910338	3254	39913610	28.476821192053	151
PGBD1:chr6:28283755:28284209:28283775:28284209:28281571:28281918:+	chr6	+	20	28283756	28283776	1837	28281919	35.0993377483444	151
PHC3:chr3:170171085:170171464:170171085:170171450:170172556:170172712:-	chr3	-	14	170171464	170171450	1092	170172556	31.1258278145695	151
PILRB:chr7:100358219:100358366:100358226:100358366:100356749:100356883:+	chr7	+	7	100358220	100358227	1336	100356884	58.2781456953642	151
PILRB:chr7:100358219:100358366:100358230:100358366:100356749:100356883:+	chr7	+	11	100358220	100358231	1336	100356884	58.2781456953642	151
PILRB:chr7:100358226:100358259:100358241:100358259:100356749:100356883:+	chr7	+	15	100358227	100358242	1343	100356884	60.9271523178808	151
PKD1P6:chr16:15132842:15133061:15132842:15132974:15133263:15133423:-	chr16	-	87	15133061	15132974	202	15133263	64.2384105960265	151
PLAGL1:chr6:143960468:143960556:143960468:143960542:143964786:143964818:-	chr6	-	14	143960556	143960542	4230	143964786	40.3973509933775	151
PLEKHM1:chr17:45445469:45445663:45445469:45445618:45450617:45450763:-	chr17	-	45	45445663	45445618	4954	45450617	52.9801324503311	151
PLXNA3:chrX:154471476:154471638:154471487:154471638:154471104:154471317:+	chrX	+	11	154471477	154471488	159	154471318	66.2251655629139	151
PLXND1:chr3:129565886:129566029:129565886:129566017:129566526:129566631:-	chr3	-	12	129566029	129566017	497	129566526	56.953642384106	151
PNKP:chr19:49865126:49865426:49865126:49865302:49866398:49867010:-	chr19	-	124	49865426	49865302	972	49866398	57.6158940397351	151
POLG:chr15:89326911:89327079:89326911:89327063:89327166:89327349:-	chr15	-	16	89327079	89327063	87	89327166	60.9271523178808	151
POLR1A:chr2:86078040:86078284:86078040:86078232:86080815:86080978:-	chr2	-	52	86078284	86078232	2531	86080815	41.7218543046358	151
PPIH:chr1:42675366:42676043:42675737:42676043:42667350:42667440:+	chr1	+	371	42675367	42675738	7926	42667441	44.3708609271523	151
PPP2R5A:chr1:212345789:212345933:212345802:212345933:212342187:212342280:+	chr1	+	13	212345790	212345803	3509	212342281	28.476821192053	151
PPP4R3B:chr2:55574368:55574413:55574368:55574401:55577314:55577356:-	chr2	-	12	55574413	55574401	2901	55577314	25.8278145695364	151
PPP6R3:chr11:68600320:68600494:68600340:68600494:68596096:68596218:+	chr11	+	20	68600321	68600341	4102	68596219	47.0198675496689	151
PRELID3A:chr18:12421521:12421629:12421539:12421629:12420324:12420493:+	chr18	+	18	12421522	12421540	1028	12420494	43.046357615894	151
PRKCSH:chr19:11447692:11447789:11447722:11447789:11447438:11447618:+	chr19	+	30	11447693	11447723	74	11447619	63.5761589403974	151
PROSER1:chr13:39031562:39031645:39031562:39031631:39034130:39034196:-	chr13	-	14	39031645	39031631	2485	39034130	35.7615894039735	151
PROSER3:chr19:35767050:35767454:35767071:35767454:35766767:35766955:+	chr19	+	21	35767051	35767072	95	35766956	66.887417218543	151
PRPF38A:chr1:52414740:52414859:52414761:52414859:52414620:52414647:+	chr1	+	21	52414741	52414762	93	52414648	46.3576158940397	151
PRR13:chr12:53443390:53443773:53443486:53443773:53442694:53442733:+	chr12	+	96	53443391	53443487	657	53442734	39.7350993377483	151
PRRC2A:chr6:31634752:31634977:31634797:31634977:31634471:31634557:+	chr6	+	45	31634753	31634798	195	31634558	52.317880794702	151
RBM18:chr9:122261379:122261508:122261379:122261498:122264714:122264840:-	chr9	-	10	122261508	122261498	3206	122264714	47.0198675496689	151
RDX:chr11:110257766:110257927:110257766:110257913:110258105:110258208:-	chr11	-	14	110257927	110257913	178	110258105	23.841059602649	151
RECQL:chr12:21474840:21474995:21474840:21474979:21475467:21475585:-	chr12	-	16	21474995	21474979	472	21475467	27.8145695364238	151
RETREG2:chr2:219180109:219180245:219180166:219180245:219179732:219179763:+	chr2	+	57	219180110	219180167	346	219179764	47.0198675496689	151
REX1BD:chr19:18589412:18589683:18589478:18589683:18588994:18589077:+	chr19	+	66	18589413	18589479	335	18589078	63.5761589403974	151
REXO2:chr11:114447777:114447852:114447825:114447852:114445978:114446087:+	chr11	+	48	114447778	114447826	1690	114446088	39.0728476821192	151
RIOK1:chr6:7395006:7395143:7395020:7395143:7393098:7393303:+	chr6	+	14	7395007	7395021	1703	7393304	30.4635761589404	151
RIPOR3:chr20:50594552:50594797:50594552:50594714:50595368:50595504:-	chr20	-	83	50594797	50594714	571	50595368	60.9271523178808	151
RNF2:chr1:185091564:185091735:185091578:185091735:185087551:185087640:+	chr1	+	14	185091565	185091579	3924	185087641	31.7880794701987	151
RNF38:chr9:36351114:36351219:36351114:36351199:36352741:36352848:-	chr9	-	20	36351219	36351199	1522	36352741	34.4370860927152	151
RNPEPL1:chr2:240576534:240576727:240576638:240576727:240575501:240575610:+	chr2	+	104	240576535	240576639	924	240575611	64.9006622516556	151
RNPEPL1:chr2:240576567:240576765:240576638:240576765:240575501:240575610:+	chr2	+	71	240576568	240576639	957	240575611	64.2384105960265	151
RPL22L1:chr3:170868297:170868390:170868297:170868387:170870158:170870195:-	chr3	-	3	170868390	170868387	1768	170870158	24.5033112582781	151
RPL24:chr3:101682041:101682509:101682041:101682492:101682770:101682907:-	chr3	-	17	101682509	101682492	261	101682770	33.7748344370861	151
RPS15:chr19:1439715:1440187:1439960:1440187:1438806:1438892:+	chr19	+	245	1439716	1439961	823	1438893	56.953642384106	151
RPS15:chr19:1439715:1440187:1439967:1440187:1438806:1438892:+	chr19	+	252	1439716	1439968	823	1438893	56.953642384106	151
RPS6KB2:chr11:67432352:67432845:67432599:67432845:67431367:67431515:+	chr11	+	247	67432353	67432600	837	67431516	53.6423841059603	151
RTF1:chr15:41471151:41471349:41471171:41471349:41470256:41470392:+	chr15	+	20	41471152	41471172	759	41470393	37.0860927152318	151
RWDD4:chr4:183655880:183655974:183655880:183655961:183658928:183659203:-	chr4	-	13	183655974	183655961	2954	183658928	33.7748344370861	151
RXRB:chr6:33195362:33195466:33195362:33195454:33195569:33195702:-	chr6	-	12	33195466	33195454	103	33195569	59.6026490066225	151
SAFB2:chr19:5595360:5595510:5595360:5595497:5598792:5598884:-	chr19	-	13	5595510	5595497	3282	5598792	47.682119205298	151
SCMH1:chr1:41113282:41113553:41113282:41113526:41116921:41117010:-	chr1	-	27	41113553	41113526	3368	41116921	26.4900662251656	151
SEPSECS:chr4:25156855:25156997:25156855:25156974:25158952:25160437:-	chr4	-	23	25156997	25156974	1955	25158952	31.1258278145695	151
SEPTIN2:chr2:241335958:241336098:241335974:241336098:241335125:241335212:+	chr2	+	16	241335959	241335975	746	241335213	43.7086092715232	151
SEPTIN6:chrX:119625334:119625396:119625334:119625379:119629317:119629508:-	chrX	-	17	119625396	119625379	3921	119629317	45.6953642384106	151
SERBP1:chr1:67424883:67424986:67424883:67424959:67425082:67425223:-	chr1	-	27	67424986	67424959	96	67425082	27.1523178807947	151
SERBP1:chr1:67424887:67424977:67424887:67424959:67425082:67425223:-	chr1	-	18	67424977	67424959	105	67425082	27.1523178807947	151
SETD4:chr21:36043685:36043969:36043685:36043956:36045581:36046011:-	chr21	-	13	36043969	36043956	1612	36045581	35.0993377483444	151
SF3A2:chr19:2247565:2247662:2247593:2247662:2246881:2247022:+	chr19	+	28	2247566	2247594	543	2247023	63.5761589403974	151
SGSM2:chr17:2372624:2373081:2372952:2373081:2372342:2372488:+	chr17	+	328	2372625	2372953	136	2372489	64.9006622516556	151
SH2D2A:chr1:156816005:156816112:156816005:156816094:156816674:156816848:-	chr1	-	18	156816112	156816094	562	156816674	57.6158940397351	151
SKIV2L:chr6:31968622:31968796:31968685:31968796:31968327:31968538:+	chr6	+	63	31968623	31968686	84	31968539	62.9139072847682	151
SLC25A39:chr17:44322418:44322552:44322418:44322528:44322807:44322852:-	chr17	-	24	44322552	44322528	255	44322807	58.9403973509934	151
SLC27A3:chr1:153779095:153779211:153779113:153779211:153778845:153778885:+	chr1	+	18	153779096	153779114	210	153778886	51.6556291390728	151
SLC33A1:chr3:155827957:155828391:155827957:155828377:155829687:155829903:-	chr3	-	14	155828391	155828377	1296	155829687	21.8543046357616	151
SLC37A3:chr7:140352061:140352181:140352061:140352146:140355667:140355764:-	chr7	-	35	140352181	140352146	3486	140355667	57.6158940397351	151
SLC3A2:chr11:62881880:62882066:62881892:62882066:62880895:62881447:+	chr11	+	12	62881881	62881893	433	62881448	62.9139072847682	151
SLC4A1AP:chr2:27688680:27688767:27688699:27688767:27687933:27688020:+	chr2	+	19	27688681	27688700	660	27688021	27.8145695364238	151
SLC4A2:chr7:151071400:151071837:151071688:151071837:151071071:151071297:+	chr7	+	288	151071401	151071689	103	151071298	70.1986754966888	151
SLC9B2:chr4:103047050:103047226:103047050:103047168:103048892:103049020:-	chr4	-	58	103047226	103047168	1666	103048892	26.4900662251656	151
SLTM:chr15:58916934:58917020:58916934:58916999:58932355:58932443:-	chr15	-	21	58917020	58916999	15335	58932355	37.0860927152318	151
SMURF2:chr17:64578491:64578594:64578491:64578576:64580788:64580991:-	chr17	-	18	64578594	64578576	2194	64580788	28.476821192053	151
SNHG1:chr11:62852810:62852993:62852810:62852839:62853074:62853115:-	chr11	-	154	62852993	62852839	81	62853074	37.7483443708609	151
SNHG5:chr6:85677423:85677875:85677423:85677492:85677953:85678032:-	chr6	-	383	85677875	85677492	78	85677953	31.1258278145695	151
SNRPN:chr15:24974287:24974456:24974386:24974456:24967931:24968082:+	chr15	+	99	24974288	24974387	6205	24968083	42.3841059602649	151
SNRPN:chr15:24974310:24974456:24974386:24974456:24967931:24968082:+	chr15	+	76	24974311	24974387	6228	24968083	43.046357615894	151
SNW1:chr14:77736970:77737095:77736970:77737075:77738777:77738884:-	chr14	-	20	77737095	77737075	1682	77738777	30.4635761589404	151
SOAT1:chr1:179350276:179350431:179350295:179350431:179348843:179348942:+	chr1	+	19	179350277	179350296	1334	179348943	25.1655629139073	151
SOCS2-AS1:chr12:93545070:93545398:93545070:93545358:93566743:93566970:-	chr12	-	40	93545398	93545358	21345	93566743	36.4238410596026	151
SRP9:chr1:225789019:225789093:225789033:225789093:225783299:225783368:+	chr1	+	14	225789020	225789034	5651	225783369	32.4503311258278	151
SSRP1:chr11:57332958:57333149:57332958:57333071:57333434:57333540:-	chr11	-	78	57333149	57333071	285	57333434	48.3443708609272	151
STAG3L5P-PVRIG2P-PILRB:chr7:100349716:100349887:100349730:100349887:100345864:100345968:+	chr7	+	14	100349717	100349731	3748	100345969	56.2913907284768	151
STAG3L5P:chr7:100349716:100350158:100349798:100350158:100345864:100345968:+	chr7	+	82	100349717	100349799	3748	100345969	56.2913907284768	151
STAU2:chr8:73709031:73709177:73709031:73709162:73738283:73738349:-	chr8	-	15	73709177	73709162	29106	73738283	23.841059602649	151
STIM1:chr11:4083241:4083498:4083262:4083498:4082881:4082982:+	chr11	+	21	4083242	4083263	259	4082983	43.046357615894	151
SUGP1:chr19:19303723:19303912:19303723:19303847:19305848:19306076:-	chr19	-	65	19303912	19303847	1936	19305848	58.9403973509934	151
SUGP1:chr19:19303723:19304043:19303723:19303847:19305848:19306076:-	chr19	-	196	19304043	19303847	1805	19305848	45.6953642384106	151
SUGT1:chr13:52661474:52661570:52661477:52661570:52659178:52659249:+	chr13	+	3	52661475	52661478	2225	52659250	47.0198675496689	151
SUN1:chr7:849831:850033:849922:850033:849519:849603:+	chr7	+	91	849832	849923	228	849604	50.9933774834437	151
SYVN1:chr11:65133159:65133269:65133159:65133252:65133469:65133618:-	chr11	-	17	65133269	65133252	200	65133469	53.6423841059603	151
SZT2:chr1:43415060:43415213:43415081:43415213:43404403:43404550:+	chr1	+	21	43415061	43415082	10510	43404551	50.9933774834437	151
TAF1C:chr16:84179943:84180083:84179943:84180042:84180169:84181186:-	chr16	-	41	84180083	84180042	86	84180169	71.523178807947	151
TAF1C:chr16:84179943:84180344:84179943:84180328:84181042:84181186:-	chr16	-	16	84180344	84180328	698	84181042	63.5761589403974	151
TAF5:chr10:103381700:103381841:103381720:103381841:103379883:103380019:+	chr10	+	20	103381701	103381721	1681	103380020	27.8145695364238	151
TBP:chr6:170556864:170557083:170556878:170557083:170554378:170554463:+	chr6	+	14	170556865	170556879	2401	170554464	31.1258278145695	151
TCF7L2:chr10:113150982:113151123:113150997:113151123:113146010:113146097:+	chr10	+	15	113150983	113150998	4885	113146098	34.4370860927152	151
TCP11L1:chr11:33061514:33061726:33061529:33061726:33058958:33059095:+	chr11	+	15	33061515	33061530	2419	33059096	39.0728476821192	151
THADA:chr2:43577021:43577261:43577021:43577242:43578512:43578607:-	chr2	-	19	43577261	43577242	1251	43578512	29.1390728476821	151
THOC1:chr18:224083:224200:224083:224179:224923:224994:-	chr18	-	21	224200	224179	723	224923	35.0993377483444	151
THRA:chr17:40093019:40093867:40093136:40093867:40089205:40089333:+	chr17	+	117	40093020	40093137	3686	40089334	44.3708609271523	151
TMCC1-DT:chr3:129905603:129905853:129905626:129905853:129901850:129901860:+	chr3	+	23	129905604	129905627	3743	129901861	42.3841059602649	151
TMEM214:chr2:27037789:27038241:27038145:27038241:27037560:27037702:+	chr2	+	356	27037790	27038146	87	27037703	54.9668874172185	151
TMEM214:chr2:27037814:27038241:27038145:27038241:27037560:27037702:+	chr2	+	331	27037815	27038146	112	27037703	55.6291390728477	151
TMEM218:chr11:125102131:125102351:125102131:125102317:125102733:125102809:-	chr11	-	34	125102351	125102317	382	125102733	39.7350993377483	151
TMEM63A:chr1:225848491:225848614:225848491:225848554:225848896:225849012:-	chr1	-	60	225848614	225848554	282	225848896	58.9403973509934	151
TMEM94:chr17:75491029:75491079:75491048:75491079:75490701:75490758:+	chr17	+	19	75491030	75491049	271	75490759	56.2913907284768	151
TNIP1:chr5:151032286:151032394:151032286:151032383:151033607:151033799:-	chr5	-	11	151032394	151032383	1213	151033607	37.7483443708609	151
TNIP1:chr5:151032286:151032400:151032286:151032394:151033607:151033799:-	chr5	-	6	151032400	151032394	1207	151033607	38.4105960264901	151
TNPO3:chr7:129005015:129005176:129005015:129005159:129014978:129015135:-	chr7	-	17	129005176	129005159	9802	129014978	24.5033112582781	151
TNRC6B:chr22:40312872:40312997:40312901:40312997:40312504:40312651:+	chr22	+	29	40312873	40312902	221	40312652	29.1390728476821	151
TOR1AIP2:chr1:179865435:179865869:179865435:179865854:179877238:179877373:-	chr1	-	15	179865869	179865854	11369	179877238	35.7615894039735	151
TPP2:chr13:102640269:102640376:102640298:102640376:102638238:102638315:+	chr13	+	29	102640270	102640299	1954	102638316	27.1523178807947	151
TPP2:chr13:102646279:102646390:102646293:102646390:102644908:102645009:+	chr13	+	14	102646280	102646294	1270	102645010	31.1258278145695	151
TPR:chr1:186331497:186331596:186331497:186331581:186332194:186332343:-	chr1	-	15	186331596	186331581	598	186332194	23.841059602649	151
TPR:chr1:186355634:186355785:186355634:186355768:186356285:186356538:-	chr1	-	17	186355785	186355768	500	186356285	24.5033112582781	151
TRAPPC6B:chr14:39158284:39158415:39158284:39158402:39159482:39159550:-	chr14	-	13	39158415	39158402	1067	39159482	33.112582781457	151
TRIM28:chr19:58548839:58549089:58548998:58549089:58548739:58548776:+	chr19	+	159	58548840	58548999	63	58548777	59.6026490066225	151
TRIM37:chr17:59001597:59001741:59001597:59001714:59012327:59012446:-	chr17	-	27	59001741	59001714	10586	59012327	34.4370860927152	151
TRIM37:chr17:59070822:59070968:59070822:59070947:59075646:59075714:-	chr17	-	21	59070968	59070947	4678	59075646	24.5033112582781	151
TRIM38:chr6:25971868:25972099:25971922:25972099:25969324:25969420:+	chr6	+	54	25971869	25971923	2448	25969421	39.7350993377483	151
TRIP12:chr2:229792972:229793145:229792972:229793130:229795178:229795330:-	chr2	-	15	229793145	229793130	2033	229795178	27.8145695364238	151
TRMT13:chr1:100140844:100141019:100140851:100141019:100140407:100140514:+	chr1	+	7	100140845	100140852	330	100140515	27.1523178807947	151
TRMT13:chr1:100140844:100141019:100140966:100141019:100140407:100140514:+	chr1	+	122	100140845	100140967	330	100140515	27.1523178807947	151
TRMT13:chr1:100140851:100141019:100140966:100141019:100140407:100140514:+	chr1	+	115	100140852	100140967	337	100140515	29.1390728476821	151
TRMT13:chr1:100140864:100141019:100140966:100141019:100140407:100140514:+	chr1	+	102	100140865	100140967	350	100140515	30.4635761589404	151
TRRAP:chr7:98983239:98983459:98983263:98983459:98981768:98981960:+	chr7	+	24	98983240	98983264	1279	98981961	41.0596026490066	151
TTC24:chr1:156583321:156583450:156583337:156583450:156583041:156583170:+	chr1	+	16	156583322	156583338	151	156583171	62.2516556291391	151
TTC3:chr21:37200213:37200324:37200231:37200324:37197881:37198025:+	chr21	+	18	37200214	37200232	2188	37198026	35.0993377483444	151
TTC31:chr2:74492645:74492747:74492675:74492747:74492303:74492445:+	chr2	+	30	74492646	74492676	200	74492446	44.3708609271523	151
TTI1:chr20:38002627:38002793:38002627:38002776:38006196:38006397:-	chr20	-	17	38002793	38002776	3403	38006196	39.7350993377483	151
TTK:chr6:80042097:80042527:80042118:80042527:80040605:80040703:+	chr6	+	21	80042098	80042119	1394	80040704	23.1788079470199	151
TUBGCP6:chr22:50222453:50222592:50222453:50222554:50224140:50224256:-	chr22	-	38	50222592	50222554	1548	50224140	66.2251655629139	151
U2SURP:chr3:143034866:143034975:143034909:143034975:143033270:143033350:+	chr3	+	43	143034867	143034910	1516	143033351	28.476821192053	151
UBE2Q2P1:chr15:84569504:84569683:84569504:84569654:84570486:84571009:-	chr15	-	29	84569683	84569654	803	84570486	54.9668874172185	151
UBE3B:chr12:109485996:109486071:109486011:109486071:109483860:109483981:+	chr12	+	15	109485997	109486012	2015	109483982	44.3708609271523	151
UBN2:chr7:139273280:139273410:139273296:139273410:139272321:139272440:+	chr7	+	16	139273281	139273297	840	139272441	31.1258278145695	151
UBR1:chr15:42970519:42970621:42970519:42970607:42976716:42976867:-	chr15	-	14	42970621	42970607	6095	42976716	33.112582781457	151
UBR4:chr1:19153767:19153954:19153767:19153939:19154917:19155078:-	chr1	-	15	19153954	19153939	963	19154917	43.046357615894	151
UCKL1:chr20:63945804:63945988:63945804:63945975:63946160:63946267:-	chr20	-	13	63945988	63945975	172	63946160	66.2251655629139	151
UFC1:chr1:161157598:161157693:161157616:161157693:161156949:161157017:+	chr1	+	18	161157599	161157617	581	161157018	33.7748344370861	151
ULK2:chr17:19796094:19796282:19796094:19796230:19797395:19797682:-	chr17	-	52	19796282	19796230	1113	19797395	37.7483443708609	151
UNC13D:chr17:75836571:75836634:75836571:75836593:75836800:75836918:-	chr17	-	41	75836634	75836593	166	75836800	64.9006622516556	151
UPF3A:chr13:114291604:114291792:114291633:114291792:114286518:114286629:+	chr13	+	29	114291605	114291634	4975	114286630	36.4238410596026	151
UPF3B:chrX:119837756:119838068:119837756:119838051:119838366:119838527:-	chrX	-	17	119838068	119838051	298	119838366	41.0596026490066	151
USP15:chr12:62389586:62389699:62389633:62389699:62389430:62389514:+	chr12	+	47	62389587	62389634	72	62389515	37.0860927152318	151
USP15:chr12:62389604:62389699:62389633:62389699:62389430:62389514:+	chr12	+	29	62389605	62389634	90	62389515	35.0993377483444	151
USP15:chr12:62389782:62389873:62389796:62389873:62389604:62389699:+	chr12	+	14	62389783	62389797	83	62389700	27.1523178807947	151
USP19:chr3:49112283:49112402:49112283:49112393:49112488:49112629:-	chr3	-	9	49112402	49112393	86	49112488	60.9271523178808	151
USP39:chr2:85623605:85623778:85623625:85623778:85621484:85621579:+	chr2	+	20	85623606	85623626	2026	85621580	32.4503311258278	151
USP39:chr2:85623605:85623782:85623645:85623782:85621484:85621579:+	chr2	+	40	85623606	85623646	2026	85621580	32.4503311258278	151
UXS1:chr2:106164735:106164799:106164735:106164784:106166055:106166083:-	chr2	-	15	106164799	106164784	1256	106166055	43.046357615894	151
VARS2:chr6:30917094:30917224:30917104:30917224:30916877:30916959:+	chr6	+	10	30917095	30917105	135	30916960	55.6291390728477	151
VEGFB:chr11:64235439:64235500:64235457:64235500:64234583:64234893:+	chr11	+	18	64235440	64235458	546	64234894	56.2913907284768	151
VPS13A:chr9:77370872:77370935:77370889:77370935:77370414:77370578:+	chr9	+	17	77370873	77370890	294	77370579	27.8145695364238	151
VPS13D:chr1:12341779:12341885:12341782:12341885:12338230:12338305:+	chr1	+	3	12341780	12341783	3474	12338306	52.317880794702	151
VPS51:chr11:65110462:65110603:65110481:65110603:65109704:65109923:+	chr11	+	19	65110463	65110482	539	65109924	54.3046357615894	151
VPS8:chr3:184849917:184850022:184849935:184850022:184849070:184849195:+	chr3	+	18	184849918	184849936	722	184849196	34.4370860927152	151
VPS9D1-AS1:chr16:89712673:89712818:89712688:89712818:89711855:89712222:+	chr16	+	15	89712674	89712689	451	89712223	70.1986754966888	151
WASHC5:chr8:125038829:125038976:125038829:125038959:125039794:125039898:-	chr8	-	17	125038976	125038959	818	125039794	36.4238410596026	151
WDR45:chrX:49075544:49075753:49075544:49075663:49075865:49075945:-	chrX	-	90	49075753	49075663	112	49075865	60.2649006622517	151
WDR90:chr16:658509:658653:658524:658653:658182:658344:+	chr16	+	15	658510	658525	165	658345	69.5364238410596	151
WRAP73:chr1:3632022:3632338:3632022:3632317:3633397:3633503:-	chr1	-	21	3632338	3632317	1059	3633397	58.2781456953642	151
WRN:chr8:31058371:31058543:31058382:31058543:31033809:31033973:+	chr8	+	11	31058372	31058383	24398	31033974	30.4635761589404	151
WRN:chr8:31090442:31090532:31090464:31090532:31088889:31088965:+	chr8	+	22	31090443	31090465	1477	31088966	28.476821192053	151
YY1AP1:chr1:155660739:155660933:155660739:155660913:155661306:155661423:-	chr1	-	20	155660933	155660913	373	155661306	39.0728476821192	151
ZC3H11A:chr1:203802536:203803016:203802956:203803016:203801574:203801628:+	chr1	+	420	203802537	203802957	908	203801629	23.841059602649	151
