ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	type	median_IJC_SAMPLE_1	median_SJC_SAMPLE_1	median_IJC_SAMPLE_2	median_SJC_SAMPLE_2	sample	splice_id
52491	ENSG00000114841.18	DNAH1	chr3	+	52364832	52365019	52364877	52365019	52364637	52364724	52491	22,0,12,9,7,7,4,11	0,5,0,4,0,4,6,1	1,35,24,8	0,0,0,0	184	139	2.13E-06	0.000109915	1.0,0.0,1.0,0.63,1.0,0.569,0.335,0.893	1.0,1.0,1.0,1.0	-0.322	A3SS	8	2.5	16	0	MDS	DNAH1:chr3:52364832:52365019:52364877:52365019:52364637:52364724:+
52054	ENSG00000102580.15	DNAJC3	chr13	+	95757624	95757796	95757643	95757796	95725177	95725252	52054	19,23,9	64,66,45	10,11,5	249,173,111	168	149	1.19E-11	4.24E-09	0.208,0.236,0.151	0.034,0.053,0.038	0.157	A3SS	19	64	10	173	Nalm_6	DNAJC3:chr13:95757624:95757796:95757643:95757796:95725177:95725252:+
54586	ENSG00000102580.15	DNAJC3	chr13	+	95757624	95757796	95757643	95757796	95725177	95725252	54586	0,11,0,18,20,6,7,23	6,7,22,60,17,22,15,38	0,0,0,9	7,71,51,109	158	139	2.47E-10	3.49E-08	0.0,0.58,0.0,0.209,0.509,0.194,0.291,0.347	0.0,0.0,0.0,0.068	0.249	A3SS	9	19.5	0	61	MDS	DNAJC3:chr13:95757624:95757796:95757643:95757796:95725177:95725252:+
6194	ENSG00000117543.22	DPH5	chr1	-	101001466	101001587	101001466	101001544	101013709	101013818	6194	78,68,35	11,10,10	227,181,180	10,11,12	192	149	0.000186029	0.012161207	0.846,0.841,0.731	0.946,0.927,0.921	-0.125	A3SS	68	10	181	11	Nalm_6	DPH5:chr1:101001466:101001587:101001466:101001544:101013709:101013818:-
42039	ENSG00000117543.22	DPH5	chr1	-	100992636	100992754	100992636	100992740	100995109	100995149	42039	34,17,24	34,40,22	0,0,0	123,101,123	163	149	0	0	0.478,0.28,0.499	0.0,0.0,0.0	0.419	A3SS	24	34	0	123	Nalm_6	DPH5:chr1:100992636:100992754:100992636:100992740:100995109:100995149:-
24375	ENSG00000117543.22	DPH5	chr1	-	100992636	100992754	100992636	100992740	100995109	100995149	24375	15,21	16,11	0,0	59,44	153	139	0	0	0.46,0.634	0.0,0.0	0.547	A3SS	18	13.5	0	51.5	K562_K700E	DPH5:chr1:100992636:100992754:100992636:100992740:100995109:100995149:-
6275	ENSG00000117543.22	DPH5	chr1	-	101001466	101001587	101001466	101001544	101013709	101013818	6275	34,145,148,93,113,76,44,117	2,0,0,5,18,1,1,10	29,310,333,94	0,0,0,0	182	139	1.23E-08	1.14E-06	0.928,1.0,1.0,0.934,0.827,0.983,0.971,0.899	1.0,1.0,1.0,1.0	-0.057	A3SS	103	1.5	202	0	MDS	DPH5:chr1:101001466:101001587:101001466:101001544:101013709:101013818:-
44260	ENSG00000117543.22	DPH5	chr1	-	100992636	100992754	100992636	100992740	100995109	100995149	44260	8,22,57,6,11,15,4,26	35,56,19,27,52,31,19,38	0,0,0,0	36,183,125,44	153	139	0	0	0.172,0.263,0.732,0.168,0.161,0.305,0.161,0.383	0.0,0.0,0.0,0.0	0.293	A3SS	13	33	0	84.5	MDS	DPH5:chr1:100992636:100992754:100992636:100992740:100995109:100995149:-
72707	ENSG00000156162.16	DPY19L4	chr8	+	94787868	94787995	94787893	94787995	94783669	94783802	72707	9,5,8	68,81,43	0,0,0	118,76,76	174	149	1.52E-08	3.32E-06	0.102,0.05,0.137	0.0,0.0,0.0	0.096	A3SS	8	68	0	76	Nalm_6	DPY19L4:chr8:94787868:94787995:94787893:94787995:94783669:94783802:+
75837	ENSG00000156162.16	DPY19L4	chr8	+	94787868	94787995	94787893	94787995	94783669	94783802	75837	0,6,3,3,14,10,0,5	4,29,91,69,128,68,25,58	0,0,0,0	2,137,241,75	164	139	6.33E-10	7.94E-08	0.0,0.149,0.027,0.036,0.085,0.111,0.0,0.068	0.0,0.0,0.0,0.0	0.059	A3SS	4	63	0	106	MDS	DPY19L4:chr8:94787868:94787995:94787893:94787995:94783669:94783802:+
24471	ENSG00000112679.15	DUSP22	chr6	+	350802	350928	350821	350928	348768	348841	24471	2,5	12,9	0,1	4,8	158	139	0.003422034	0.093132552	0.128,0.328	0.0,0.099	0.178	A3SS	3.5	10.5	0.5	6	K562_K700E	DUSP22:chr6:350802:350928:350821:350928:348768:348841:+
44537	ENSG00000112679.15	DUSP22	chr6	+	350802	350928	350821	350928	348768	348841	44537	0,0,13,3,11,14,4,0	50,28,79,53,64,31,30,38	0,0,0,0	5,57,180,55	158	139	2.54E-10	3.58E-08	0.0,0.0,0.126,0.047,0.131,0.284,0.105,0.0	0.0,0.0,0.0,0.0	0.087	A3SS	3.5	44	0	56	MDS	DUSP22:chr6:350802:350928:350821:350928:348768:348841:+
6718	ENSG00000004975.12	DVL2	chr17	-	7227654	7227783	7227654	7227711	7227976	7228044	6718	244,178,158	81,64,57	308,341,500	14,14,7	221	149	0	0	0.67,0.652,0.651	0.937,0.943,0.98	-0.296	A3SS	178	64	341	14	Nalm_6	DVL2:chr17:7227654:7227783:7227654:7227711:7227976:7228044:-
6154	ENSG00000004975.12	DVL2	chr17	-	7227654	7227783	7227654	7227711	7227976	7228044	6154	24,43	7,6	62,53	0,3	211	139	0.000173465	0.009935425	0.693,0.825	1.0,0.921	-0.202	A3SS	33.5	6.5	57.5	1.5	K562_K700E	DVL2:chr17:7227654:7227783:7227654:7227711:7227976:7228044:-
6806	ENSG00000004975.12	DVL2	chr17	-	7227654	7227783	7227654	7227711	7227976	7228044	6806	207,247,171,105,296,121,85,163	75,45,49,40,60,50,19,43	173,242,295,132	5,0,0,18	211	139	0	0	0.645,0.783,0.697,0.634,0.765,0.615,0.747,0.714	0.958,1.0,1.0,0.829	-0.247	A3SS	167	47	207.5	2.5	MDS	DVL2:chr17:7227654:7227783:7227654:7227711:7227976:7228044:-
43368	ENSG00000114346.14	ECT2	chr3	+	172762397	172762546	172762415	172762546	172761609	172761683	43368	49,42,35	89,146,127	0,1,0	240,170,218	167	149	0	0	0.329,0.204,0.197	0.0,0.005,0.0	0.242	A3SS	42	127	0	218	Nalm_6	ECT2:chr3:172762397:172762546:172762415:172762546:172761609:172761683:+
24919	ENSG00000114346.14	ECT2	chr3	+	172762397	172762546	172762415	172762546	172761609	172761683	24919	7,6	9,10	0,0	15,11	157	139	1.87E-07	3.61E-05	0.408,0.347	0.0,0.0	0.377	A3SS	6.5	9.5	0	13	K562_K700E	ECT2:chr3:172762397:172762546:172762415:172762546:172761609:172761683:+
20423	ENSG00000134759.14	ELP2	chr18	+	36145933	36146048	36145947	36146048	36144938	36145034	20423	18,22,20	56,101,86	2,6,4	122,178,213	163	149	0	0	0.227,0.166,0.175	0.015,0.03,0.017	0.169	A3SS	20	86	4	178	Nalm_6	ELP2:chr18:36145933:36146048:36145947:36146048:36144938:36145034:+
15871	ENSG00000134759.14	ELP2	chr18	+	36145933	36146048	36145947	36146048	36144938	36145034	15871	13,7	24,36	0,1	68,85	153	139	9.88E-10	4.41E-07	0.33,0.15	0.0,0.011	0.234	A3SS	10	30	0.5	76.5	K562_K700E	ELP2:chr18:36145933:36146048:36145947:36146048:36144938:36145034:+
21046	ENSG00000134759.14	ELP2	chr18	+	36145933	36146048	36145947	36146048	36144938	36145034	21046	40,32,29,11,45,20,7,51	69,55,44,77,24,55,46,70	0,4,12,0	31,219,223,64	153	139	0	0	0.345,0.346,0.375,0.115,0.63,0.248,0.121,0.398	0.0,0.016,0.047,0.0	0.307	A3SS	30.5	55	2	141.5	MDS	ELP2:chr18:36145933:36146048:36145947:36146048:36144938:36145034:+
33036	ENSG00000165675.19	ENOX2	chrX	-	130637228	130637410	130637228	130637404	130656580	130656695	33036	16,23,18	30,25,19	86,57,38	30,13,5	155	149	5.72E-09	1.34E-06	0.339,0.469,0.477	0.734,0.808,0.88	-0.379	A3SS	18	25	57	13	Nalm_6	ENOX2:chrX:130637228:130637410:130637228:130637404:130656580:130656695:-
20791	ENSG00000165675.19	ENOX2	chrX	-	130637228	130637410	130637228	130637404	130656580	130656695	20791	3,2	5,6	5,9	1,3	145	139	0.001486172	0.051933766	0.365,0.242	0.827,0.742	-0.481	A3SS	2.5	5.5	7	2	K562_K700E	ENOX2:chrX:130637228:130637410:130637228:130637404:130656580:130656695:-
34541	ENSG00000165675.19	ENOX2	chrX	-	130637228	130637410	130637228	130637404	130656580	130656695	34541	7,9,13,6,14,7,2,6	29,41,27,18,46,30,13,18	6,15,52,24	0,3,0,6	145	139	0	0	0.188,0.174,0.316,0.242,0.226,0.183,0.129,0.242	1.0,0.827,1.0,0.793	-0.693	A3SS	7	28	19.5	1.5	MDS	ENOX2:chrX:130637228:130637410:130637228:130637404:130656580:130656695:-
42542	ENSG00000242588.6	ENSG00000242588	chr7	+	128577952	128578033	128577963	128578033	128574750	128574791	42542	70,94,50	60,86,56	149,127,142	2,2,4	160	149	0	0	0.521,0.504,0.454	0.986,0.983,0.971	-0.487	A3SS	70	60	142	2	Nalm_6	ENSG00000242588:chr7:128577952:128578033:128577963:128578033:128574750:128574791:+
24562	ENSG00000242588.6	ENSG00000242588	chr7	+	128577952	128578033	128577963	128578033	128574750	128574791	24562	31,18	17,27	36,31	0,0	150	139	6.33E-13	5.57E-10	0.628,0.382	1.0,1.0	-0.495	A3SS	24.5	22	33.5	0	K562_K700E	ENSG00000242588:chr7:128577952:128578033:128577963:128578033:128574750:128574791:+
44741	ENSG00000242588.6	ENSG00000242588	chr7	+	128577952	128578033	128577963	128578033	128574750	128574791	44741	49,27,30,34,28,54,10,63	38,28,14,31,30,68,15,24	10,126,171,114	0,0,0,0	150	139	0	0	0.544,0.472,0.665,0.504,0.464,0.424,0.382,0.709	1.0,1.0,1.0,1.0	-0.48	A3SS	32	29	120	0	MDS	ENSG00000242588:chr7:128577952:128578033:128577963:128578033:128574750:128574791:+
50460	ENSG00000244560.7	ENSG00000244560	chr7	+	149293354	149293492	149293376	149293492	149292210	149292308	50460	7,2,4	16,18,10	0,3,2	15,32,43	171	149	0.000825129	0.03899174	0.276,0.088,0.258	0.0,0.076,0.039	0.169	A3SS	4	16	2	32	Nalm_6	ENSG00000244560:chr7:149293354:149293492:149293376:149293492:149292210:149292308:+
52795	ENSG00000244560.7	ENSG00000244560	chr7	+	149293354	149293492	149293376	149293492	149292210	149292308	52795	10,0,13,19,2,0,1,9	16,43,24,15,49,10,5,16	0,0,0,0	43,32,18,39	161	139	3.99E-11	6.51E-09	0.35,0.0,0.319,0.522,0.034,0.0,0.147,0.327	0.0,0.0,0.0,0.0	0.212	A3SS	5.5	16	0	35.5	MDS	ENSG00000244560:chr7:149293354:149293492:149293376:149293492:149292210:149292308:+
43968	ENSG00000259529.2	ENSG00000259529	chr14	+	24151130	24151379	24151208	24151379	24150597	24150888	43968	70,42,52	3,3,5	66,53,101	0,0,0	227	149	5.60E-05	0.004527518	0.939,0.902,0.872	1.0,1.0,1.0	-0.096	A3SS	52	3	66	0	Nalm_6	ENSG00000259529:chr14:24151130:24151379:24151208:24151379:24150597:24150888:+
46210	ENSG00000259529.2	ENSG00000259529	chr14	+	24151130	24151379	24151208	24151379	24150597	24150888	46210	72,112,83,61,74,73,38,55	17,7,0,6,4,4,0,3	7,80,93,15	0,0,0,0	217	139	8.10E-08	6.16E-06	0.731,0.911,1.0,0.867,0.922,0.921,1.0,0.922	1.0,1.0,1.0,1.0	-0.091	A3SS	72.5	4	47.5	0	MDS	ENSG00000259529:chr14:24151130:24151379:24151208:24151379:24150597:24150888:+
23433	ENSG00000262304.2	ENSG00000262304	chr17	-	3615336	3615574	3615336	3615537	3621236	3621412	23433	9,4,10	26,27,17	2,4,0	63,53,54	186	149	2.37E-07	4.15E-05	0.217,0.106,0.32	0.025,0.057,0.0	0.187	A3SS	9	26	2	54	Nalm_6	ENSG00000262304:chr17:3615336:3615574:3615336:3615537:3621236:3621412:-
24359	ENSG00000262304.2	ENSG00000262304	chr17	-	3615336	3615574	3615336	3615537	3621236	3621412	24359	8,25,14,2,0,9,1,6	34,22,4,6,26,17,5,15	0,1,0,0	21,43,22,23	176	139	9.25E-12	1.68E-09	0.157,0.473,0.734,0.208,0.0,0.295,0.136,0.24	0.0,0.018,0.0,0.0	0.276	A3SS	7	16	0	22.5	MDS	ENSG00000262304:chr17:3615336:3615574:3615336:3615537:3621236:3621412:-
28315	ENSG00000272916.5	ENSG00000272916	chr10	-	73806656	73806831	73806656	73806811	73807107	73807195	28315	4,2	9,8	0,0	26,17	159	139	0.000153739	0.009019058	0.28,0.179	0.0,0.0	0.23	A3SS	3	8.5	0	21.5	K562_K700E	ENSG00000272916:chr10:73806656:73806831:73806656:73806811:73807107:73807195:-
54169	ENSG00000272916.5	ENSG00000272916	chr10	-	73806656	73806831	73806656	73806811	73807107	73807195	54169	18,13,2,12,30,6,9,9	31,28,41,33,21,26,9,22	0,2,5,0	21,34,49,32	159	139	2.46E-10	3.49E-08	0.337,0.289,0.041,0.241,0.555,0.168,0.466,0.263	0.0,0.049,0.082,0.0	0.262	A3SS	10.5	27	1	33	MDS	ENSG00000272916:chr10:73806656:73806831:73806656:73806811:73807107:73807195:-
60771	ENSG00000272980.4	ENSG00000272980	chr6	+	167039903	167040339	167040047	167040339	167033874	167033971	60771	43,94,46	9,14,6	90,89,65	3,2,0	293	149	8.91E-08	1.71E-05	0.708,0.773,0.796	0.938,0.958,1.0	-0.206	A3SS	46	9	89	2	Nalm_6	ENSG00000272980:chr6:167039903:167040339:167040047:167040339:167033874:167033971:+
31583	ENSG00000272980.4	ENSG00000272980	chr6	+	167039903	167040339	167040047	167040339	167033874	167033971	31583	39,55	11,14	73,61	3,2	283	139	3.09E-06	0.000365784	0.635,0.659	0.923,0.937	-0.283	A3SS	47	12.5	67	2.5	K562_K700E	ENSG00000272980:chr6:167039903:167040339:167040047:167040339:167033874:167033971:+
30064	ENSG00000075914.13	EXOSC7	chr3	+	45005275	45005375	45005290	45005375	45001537	45001608	30064	22,12,5	220,128,46	5,4,3	173,159,112	164	149	2.05E-05	0.001957716	0.083,0.078,0.09	0.026,0.022,0.024	0.06	A3SS	12	128	4	159	Nalm_6	EXOSC7:chr3:45005275:45005375:45005290:45005375:45001537:45001608:+
19569	ENSG00000075914.13	EXOSC7	chr3	+	45005275	45005375	45005290	45005375	45001537	45001608	19569	12,17	108,104	7,5	139,151	154	139	0.000466465	0.021847877	0.091,0.129	0.043,0.029	0.074	A3SS	14.5	106	6	145	K562_K700E	EXOSC7:chr3:45005275:45005375:45005290:45005375:45001537:45001608:+
31455	ENSG00000075914.13	EXOSC7	chr3	+	45005275	45005375	45005290	45005375	45001537	45001608	31455	26,31,10,17,21,10,12,7	165,293,144,136,215,000,000,000	0,0,0,0	110,144,92,108	154	139	2.22E-16	7.53E-14	0.125,0.087,0.059,0.101,0.081,0.062,0.089,0.029	0.0,0.0,0.0,0.0	0.079	A3SS	14.5	154.5	0	109	MDS	EXOSC7:chr3:45005275:45005375:45005290:45005375:45001537:45001608:+
45256	ENSG00000031003.11	FAM13B	chr5	-	137948954	137949184	137948954	137949111	137952627	137952709	45256	148,222,107	4,13,4	313,174,140	0,0,0	222	149	5.23E-07	8.25E-05	0.961,0.92,0.947	1.0,1.0,1.0	-0.057	A3SS	148	4	174	0	Nalm_6	FAM13B:chr5:137948954:137949184:137948954:137949111:137952627:137952709:-
47349	ENSG00000031003.11	FAM13B	chr5	-	137948954	137949184	137948954	137949111	137952627	137952709	47349	23,74,100,111,167,112,47,148	4,10,10,23,30,15,6,5	8,164,256,121	0,0,0,0	212	139	0	0	0.79,0.829,0.868,0.76,0.785,0.83,0.837,0.951	1.0,1.0,1.0,1.0	-0.169	A3SS	105.5	10	142.5	0	MDS	FAM13B:chr5:137948954:137949184:137948954:137949111:137952627:137952709:-
59569	ENSG00000138399.18	FASTKD1	chr2	-	169531351	169531508	169531351	169531490	169537226	169537340	59569	20,31,16	68,62,26	3,2,2	143,113,119	167	149	0	0	0.208,0.308,0.354	0.018,0.016,0.015	0.274	A3SS	20	62	2	119	Nalm_6	FASTKD1:chr2:169531351:169531508:169531351:169531490:169537226:169537340:-
31138	ENSG00000138399.18	FASTKD1	chr2	-	169531351	169531508	169531351	169531490	169537226	169537340	31138	18,14	23,28	0,3	83,67	157	139	3.18E-14	3.55E-11	0.409,0.307	0.0,0.038	0.339	A3SS	16	25.5	1.5	75	K562_K700E	FASTKD1:chr2:169531351:169531508:169531351:169531490:169537226:169537340:-
60851	ENSG00000163013.12	FBXO41	chr2	-	73264277	73264519	73264277	73264443	73265281	73265640	60851	168,144,63	28,27,5	136,199,182	0,0,0	225	149	0	0	0.799,0.779,0.893	1.0,1.0,1.0	-0.176	A3SS	144	27	182	0	Nalm_6	FBXO41:chr2:73264277:73264519:73264277:73264443:73265281:73265640:-
63353	ENSG00000163013.12	FBXO41	chr2	-	73264277	73264519	73264277	73264443	73265281	73265640	63353	32,31,26,18,26,37,9,19	7,4,18,1,8,6,5,1	18,29,37,35	0,0,0,0	215	139	5.42E-12	1.03E-09	0.747,0.834,0.483,0.921,0.678,0.799,0.538,0.925	1.0,1.0,1.0,1.0	-0.259	A3SS	26	5.5	32	0	MDS	FBXO41:chr2:73264277:73264519:73264277:73264443:73265281:73265640:-
11994	ENSG00000119402.18	FBXW2	chr9	-	120787768	120788278	120787768	120788186	120793148	120793257	11994	113,160,50	75,87,39	141,190,181	63,72,43	241	149	0.000762926	0.036815235	0.482,0.532,0.442	0.58,0.62,0.722	-0.155	A3SS	113	75	181	63	Nalm_6	FBXW2:chr9:120787768:120788278:120787768:120788186:120793148:120793257:-
12110	ENSG00000119402.18	FBXW2	chr9	-	120787768	120788278	120787768	120788186	120793148	120793257	12110	82,58,145,114,221,124,46,171	18,45,20,17,52,21,7,10	3,221,259,87	0,13,26,9	231	139	0.000629829	0.014103438	0.733,0.437,0.814,0.801,0.719,0.78,0.798,0.911	1.0,0.911,0.857,0.853	-0.156	A3SS	119	19	154	11	MDS	FBXW2:chr9:120787768:120788278:120787768:120788186:120793148:120793257:-
21787	ENSG00000184922.15	FMNL1	chr17	+	45240475	45240625	45240508	45240625	45238954	45239065	21787	161,157,167	18,14,12	85,180,235	0,0,0	182	149	1.50E-13	6.79E-11	0.88,0.902,0.919	1.0,1.0,1.0	-0.1	A3SS	161	14	180	0	Nalm_6	FMNL1:chr17:45240475:45240625:45240508:45240625:45238954:45239065:+
22595	ENSG00000184922.15	FMNL1	chr17	+	45240475	45240625	45240508	45240625	45238954	45239065	22595	338,229,406,226,301,000,000,000	70,113,33,40,63,47,41,25	241,335,446,202	0,0,0,0	172	139	0	0	0.796,0.621,0.909,0.82,0.794,0.843,0.802,0.888	1.0,1.0,1.0,1.0	-0.191	A3SS	273	44	288	0	MDS	FMNL1:chr17:45240475:45240625:45240508:45240625:45238954:45239065:+
38966	ENSG00000263001.8	GTF2I	chr7	+	74718860	74718941	74718878	74718941	74716893	74716950	38966	186,184,99	368,329,187	38,21,45	425,419,414	167	149	0	0	0.311,0.333,0.321	0.074,0.043,0.088	0.253	A3SS	184	329	38	419	Nalm_6	GTF2I:chr7:74718860:74718941:74718878:74718941:74716893:74716950:+
22971	ENSG00000263001.8	GTF2I	chr7	+	74718860	74718941	74718878	74718941	74716893	74716950	22971	13,4	19,25	1,0	54,46	157	139	1.68E-07	3.35E-05	0.377,0.124	0.016,0.0	0.242	A3SS	8.5	22	0.5	50	K562_K700E	GTF2I:chr7:74718860:74718941:74718878:74718941:74716893:74716950:+
50704	ENSG00000143774.17	GUK1	chr1	+	228148357	228148539	228148370	228148539	228147620	228147699	50704	30,7,3	350,169,63	1,0,0	182,285,138	162	149	5.00E-10	1.35E-07	0.073,0.037,0.042	0.005,0.0,0.0	0.049	A3SS	7	169	0	182	Nalm_6	GUK1:chr1:228148357:228148539:228148370:228148539:228147620:228147699:+
27929	ENSG00000143774.17	GUK1	chr1	+	228148357	228148539	228148370	228148539	228147620	228147699	27929	12,15	136,122	0,2	197,171	152	139	8.76E-09	2.55E-06	0.075,0.101	0.0,0.011	0.082	A3SS	13.5	129	1	184	K562_K700E	GUK1:chr1:228148357:228148539:228148370:228148539:228147620:228147699:+
53020	ENSG00000143774.17	GUK1	chr1	+	228148357	228148539	228148370	228148539	228147620	228147699	53020	97,82,30,21,26,37,28,7	629,632,490,262,372,000,000,000	0,4,0,0	344,278,420,219	152	139	0	0	0.124,0.106,0.053,0.068,0.06,0.148,0.112,0.019	0.0,0.013,0.0,0.0	0.083	A3SS	29	347	0	311	MDS	GUK1:chr1:228148357:228148539:228148370:228148539:228147620:228147699:+
33533	ENSG00000131373.15	HACL1	chr3	-	15572766	15573259	15572766	15573242	15574976	15575082	33533	9,12,10	53,70,61	8,3,6	111,97,151	166	149	5.32E-05	0.004341836	0.132,0.133,0.128	0.061,0.027,0.034	0.09	A3SS	10	61	6	111	Nalm_6	HACL1:chr3:15572766:15573259:15572766:15573242:15574976:15575082:-
35012	ENSG00000131373.15	HACL1	chr3	-	15572766	15573259	15572766	15573242	15574976	15575082	35012	5,6,4,5,8,12,0,6	54,57,22,32,112,60,18,83	0,0,0,0	4,116,130,49	156	139	1.11E-10	1.66E-08	0.076,0.086,0.139,0.122,0.06,0.151,0.0,0.061	0.0,0.0,0.0,0.0	0.087	A3SS	5.5	55.5	0	82.5	MDS	HACL1:chr3:15572766:15573259:15572766:15573242:15574976:15575082:-
47170	ENSG00000116478.12	HDAC1	chr1	+	32332660	32332749	32332703	32332749	32332089	32332242	47170	33,34,2	3,1,0	25,36,10	3,5,9	192	149	0.002221264	0.084334086	0.895,0.963,1.0	0.866,0.848,0.463	0.227	A3SS	33	1	25	5	Nalm_6	HDAC1:chr1:32332660:32332749:32332703:32332749:32332089:32332242:+
26428	ENSG00000116478.12	HDAC1	chr1	+	32332660	32332749	32332703	32332749	32332089	32332242	26428	8,7	1,0	4,5	2,2	182	139	0.002786902	0.081301961	0.859,1.0	0.604,0.656	0.299	A3SS	7.5	0.5	4.5	2	K562_K700E	HDAC1:chr1:32332660:32332749:32332703:32332749:32332089:32332242:+
67565	ENSG00000165338.17	HECTD2	chr10	+	91485164	91485303	91485179	91485303	91484506	91484655	67565	10,7,4	5,9,4	0,0,2	15,9,4	164	149	3.77E-07	6.32E-05	0.645,0.414,0.476	0.0,0.0,0.312	0.408	A3SS	7	5	0	9	Nalm_6	HECTD2:chr10:91485164:91485303:91485179:91485303:91484506:91484655:+
34297	ENSG00000165338.17	HECTD2	chr10	+	91485164	91485303	91485179	91485303	91484506	91484655	34297	2,1	1,0	0,1	1,3	154	139	3.04E-05	0.002490432	0.644,1.0	0.0,0.231	0.707	A3SS	1.5	0.5	0.5	2	K562_K700E	HECTD2:chr10:91485164:91485303:91485179:91485303:91484506:91484655:+
38638	ENSG00000126107.15	HECTD3	chr1	-	45008239	45008339	45008239	45008321	45008535	45008701	38638	16,16,2	113,75,54	1,7,7	105,113,163	167	149	7.35E-05	0.005644732	0.112,0.16,0.032	0.008,0.052,0.037	0.069	A3SS	16	75	7	113	Nalm_6	HECTD3:chr1:45008239:45008339:45008239:45008321:45008535:45008701:-
22865	ENSG00000126107.15	HECTD3	chr1	-	45008239	45008339	45008239	45008321	45008535	45008701	22865	7,5	24,32	2,2	50,40	157	139	0.002879593	0.083247164	0.205,0.122	0.034,0.042	0.125	A3SS	6	28	2	45	K562_K700E	HECTD3:chr1:45008239:45008339:45008239:45008321:45008535:45008701:-
40448	ENSG00000126107.15	HECTD3	chr1	-	45008239	45008339	45008239	45008321	45008535	45008701	40448	10,20,0,4,2,11,2,0	60,76,75,80,61,91,52,74	0,1,0,0	19,42,88,27	157	139	7.08E-07	4.22E-05	0.129,0.189,0.0,0.042,0.028,0.097,0.033,0.0	0.0,0.021,0.0,0.0	0.06	A3SS	3	74.5	0	34.5	MDS	HECTD3:chr1:45008239:45008339:45008239:45008321:45008535:45008701:-
41539	ENSG00000163312.11	HELQ	chr4	-	83436846	83437110	83436846	83437097	83439862	83440008	41539	4,7,9	44,50,31	1,2,1	82,38,60	162	149	4.91E-06	0.000588712	0.077,0.114,0.211	0.011,0.046,0.015	0.11	A3SS	7	44	1	60	Nalm_6	HELQ:chr4:83436846:83437110:83436846:83437097:83439862:83440008:-
41542	ENSG00000163312.11	HELQ	chr4	-	83446834	83447035	83446834	83447028	83448782	83448961	41542	18,37,17	2,12,6	32,36,29	0,1,3	156	149	2.13E-05	0.002016842	0.896,0.747,0.73	1.0,0.972,0.902	-0.167	A3SS	18	6	32	1	Nalm_6	HELQ:chr4:83446834:83447035:83446834:83447028:83448782:83448961:-
24125	ENSG00000163312.11	HELQ	chr4	-	83446834	83447035	83446834	83447028	83448782	83448961	24125	2,4	2,4	6,4	0,0	146	139	1.11E-05	0.001076504	0.488,0.488	1.0,1.0	-0.512	A3SS	3	3	5	0	K562_K700E	HELQ:chr4:83446834:83447035:83446834:83447028:83448782:83448961:-
43685	ENSG00000163312.11	HELQ	chr4	-	83436846	83437110	83436846	83437097	83439862	83440008	43685	0,0,19,6,0,12,6,5	6,5,19,7,43,12,5,11	0,0,4,0	1,17,27,10	152	139	2.55E-05	0.00092132	0.0,0.0,0.478,0.439,0.0,0.478,0.523,0.294	0.0,0.0,0.119,0.0	0.247	A3SS	5.5	9	0	13.5	MDS	HELQ:chr4:83436846:83437110:83436846:83437097:83439862:83440008:-
42017	ENSG00000127946.17	HIP1	chr7	-	75563187	75563281	75563187	75563263	75568198	75568256	42017	1,7,5	42,49,39	2,0,0	40,59,98	167	149	0.000100043	0.007238923	0.021,0.113,0.103	0.043,0.0,0.0	0.065	A3SS	5	42	0	59	Nalm_6	HIP1:chr7:75563187:75563281:75563187:75563263:75568198:75568256:-
44233	ENSG00000127946.17	HIP1	chr7	-	75563187	75563281	75563187	75563263	75568198	75568256	44233	4,0,0,2,6,7,1,0	19,3,6,19,19,11,13,30	0,0,0,0	8,32,47,3	157	139	2.73E-06	0.000135693	0.157,0.0,0.0,0.085,0.218,0.36,0.064,0.0	0.0,0.0,0.0,0.0	0.11	A3SS	1.5	16	0	20	MDS	HIP1:chr7:75563187:75563281:75563187:75563263:75568198:75568256:-
7208	ENSG00000071794.16	HLTF	chr3	-	149041489	149041680	149041489	149041668	149042165	149042290	7208	171,229,140	374,393,300	100,72,103	478,324,495	161	149	1.78E-13	7.95E-11	0.297,0.35,0.302	0.162,0.171,0.161	0.152	A3SS	171	374	100	478	Nalm_6	HLTF:chr3:149041489:149041680:149041489:149041668:149042165:149042290:-
6597	ENSG00000071794.16	HLTF	chr3	-	149041489	149041680	149041489	149041668	149042165	149042290	6597	18,15	10,11	3,3	21,20	151	139	9.13E-08	2.01E-05	0.624,0.557	0.116,0.121	0.472	A3SS	16.5	10.5	3	20.5	K562_K700E	HLTF:chr3:149041489:149041680:149041489:149041668:149042165:149042290:-
63428	ENSG00000133265.11	HSPBP1	chr19	-	55265277	55265378	55265277	55265367	55265885	55265982	63428	113,64,24	15,8,2	28,20,17	17,18,8	160	149	5.78E-08	1.15E-05	0.875,0.882,0.918	0.605,0.509,0.664	0.299	A3SS	64	8	20	17	Nalm_6	HSPBP1:chr19:55265277:55265378:55265277:55265367:55265885:55265982:-
